year,state_po,district,candidate,party,voteshare
1976,NJ,9,Shaw,politicians are crooks,0.896493
1976,NJ,10,Stewart,socialist workers,0.309061
1976,NJ,10,McAdam,libertarian,0.807305
1976,NJ,10,Grandison,republican,16.042145
1976,NJ,10,Rodino,democrat,82.645750
1976,NJ,10,Mack,labor,0.195739
1976,NJ,11,Pockel,republican,31.129198
1976,NJ,11,Minish,democrat,67.620854
1976,NJ,11,Kupchik,libertarian,0.916628
1976,NJ,11,Rogers,jobs equality peace,0.333319
1976,NJ,12,Miskell,labor,0.255230
1976,NJ,12,Rinaldo,republican,73.137301
1976,NJ,12,Geyer,american,0.342799
1976,NJ,12,Buggelli,democrat,26.264670
1976,NJ,13,Mott,independent,1.033241
1976,NJ,13,Schluter,republican,47.859135
1976,NJ,13,Mayer,consumer action,0.741446
1976,NJ,13,Meyner,democrat,50.366179
1976,NJ,14,Bronn,labor,0.307969
1976,NJ,14,Campenni,republican,45.186280
1976,NJ,14,Jones,bring us together,1.341573
1976,NJ,14,McCarthy,individual americans independence,2.711081
1976,NJ,14,Ryley,libertarian,0.303881
1976,NJ,14,Bergonzi,workers,0.292298
1976,NJ,14,Fante,democrat,49.856917
1976,NJ,15,Patten,democrat,59.037123
1976,NJ,15,Adams,silent majority,8.086812
1976,NJ,15,Todd,labor,0.400365
1976,NJ,15,Wiley,republican,30.298161
1976,NJ,15,Klein,peoples independent,2.177540
1976,NM,1,Garcia,democrat,27.400176
1976,NM,1,Lujan,republican,72.085960
1976,NM,1,Aragom,la raza unida,0.513864
1976,NM,2,Runnels,democrat,70.328526
1976,NM,2,Trubey,republican,29.671474
1976,NY,1,Pike,liberal,2.771030
1976,NY,1,Morgan,conservative,4.949679
1976,NY,1,Pike,democrat,62.553743
1976,NY,1,Nicosia,republican,29.725548
1976,NY,2,Downey,democrat,56.392040
1976,NY,2,Davidson,liberal,0.566597
1976,NY,2,Downey,independent,0.668534
1976,NY,2,Cohalan,republican,36.029568
1976,NY,2,Cohalan,conservative,6.343260
1976,NY,3,Hogan,conservative,7.225569
1976,NY,3,Hogan,republican,39.525130
1976,NY,3,York,liberal,1.295201
1976,NY,3,Ambro,democrat,51.954100
1976,NY,4,Lent,conservative,7.764078
1976,NY,4,Lent,republican,48.047403
1976,NY,4,Halpern,liberal,2.453836
1976,NY,4,Halpern,democrat,41.734683
1976,NY,5,Lowenstein,democrat,41.810184
1976,NY,5,Lowenstein,liberal,2.515209
1976,NY,5,Wydler,republican,49.606526
1976,NY,5,Wydler,conservative,6.068081
1976,NY,6,Wolf,liberal,4.423266
1976,NY,6,Balletta,republican,33.288265
1976,NY,6,Wolf,democrat,57.365057
1976,NY,6,Gammans,conservative,4.923412
1976,NY,7,Addabbo,liberal,4.682773
1976,NY,7,Jones,socialist workers,0.652713
1976,NY,7,Addabbo,democrat,72.422005
1976,NY,7,Whitman,conservative,4.693357
1976,NY,7,Addabbo,republican,17.549152
1976,NY,8,Rosenthal,liberal,6.050297
1976,NY,8,Brown,socialist workers,0.272013
1976,NY,8,Lemishow,republican,17.230399
1976,NY,8,Rosenthal,democrat,71.778095
1976,NY,8,Lemishow,conservative,4.669196
1976,NY,9,Kluger,liberal,4.898650
1976,NY,9,Delaney,democrat,46.371804
1976,NY,9,Delaney,republican,38.109293
1976,NY,9,Delaney,conservative,10.620253
1976,NY,10,Fuchs,conservative,5.060278
1976,NY,10,Hagan,liberal,3.339025
1976,NY,10,Biaggi,republican,32.082061
1976,NY,10,Biaggi,democrat,59.518635
1976,NY,11,Scheuer,democrat,74.062101
1976,NY,11,Rothenberg,liberal,3.642384
1976,NY,11,Cuccia,republican,16.777333
1976,NY,11,Levinson,conservative,5.518181
1976,NY,12,Chisholm,democrat,83.206399
1976,NY,12,Chisholm,liberal,3.840264
1976,NY,12,Sheperd,conservative,2.202208
1976,NY,12,Morancie,republican,10.751128
1976,NY,13,Dobosh,republican,13.334190
1976,NY,13,Solarz,liberal,6.021600
1976,NY,13,Solarz,democrat,77.642485
1976,NY,13,Dobosh,conservative,3.001724
1976,NY,14,Richmond,liberal,5.776707
1976,NY,14,Gargiulo,republican,11.445168
1976,NY,14,Flateau,workers,0.324740
1976,NY,14,Gargiulo,conservative,2.241161
1976,NY,14,Wright,socialist workers,1.033678
1976,NY,14,Richmond,democrat,79.178546
1976,NY,15,DAngelo,republican,30.726022
1976,NY,15,Zeferetti,conservative,9.034863
1976,NY,15,Paone,liberal,6.031766
1976,NY,15,Zeferetti,democrat,54.207349
1976,NY,16,Pemberton,republican,13.308293
1976,NY,16,Holtzman,democrat,76.700347
1976,NY,16,Holtzman,liberal,6.174505
1976,NY,16,Pemberton,conservative,3.816854
1976,NY,17,Peters,conservative,7.651105
1976,NY,17,Schneier,liberal,6.368686
1976,NY,17,Murphy,democrat,65.574808
1976,NY,17,Grossberger,republican,20.405400
1976,NY,18,Koch,democrat,66.130155
1976,NY,18,McConnell,conservative,4.228962
1976,NY,18,Garza,socialist workers,0.795064
1976,NY,18,Landau,republican,19.895330
1976,NY,18,Koch,liberal,8.950489
1976,NY,19,Rangel,democrat,82.396461
1976,NY,19,Rangel,liberal,6.557932
1976,NY,19,Halyard,workers,0.677385
1976,NY,19,Cole,conservative,2.295700
1976,NY,19,Rangel,republican,8.072523
1976,NY,20,Weiss,liberal,8.576342
1976,NY,20,Dinsmore,conservative,3.007512
1976,NY,20,Weiss,democrat,74.668296
1976,NY,20,Weiseman,republican,12.774007
1976,NY,20,Steinberg,workers,0.973844
1976,NY,21,Lindsley,conservative,1.427787
1976,NY,21,Badillo,liberal,3.994461
1976,NY,21,Badillo,democrat,88.780651
1976,NY,21,Badillo,republican,5.797101
1976,NY,22,Slotkin,republican,10.441684
1976,NY,22,Bonner,conservative,3.206620
1976,NY,22,Bingham,democrat,81.038915
1976,NY,22,Bingham,liberal,5.312781
1976,NY,23,Caputo,conservative,8.305945
1976,NY,23,Meyer,liberal,3.079629
1976,NY,23,Meyer,democrat,43.292971
1976,NY,23,Caputo,republican,45.321455
1976,NY,24,Ottinger,democrat,54.510633
1976,NY,24,Hicks,conservative,6.247678
1976,NY,24,Assante,liberal,1.169322
1976,NY,24,Hicks,republican,38.072367
1976,NY,25,Peyser,democrat,29.460793
1976,NY,25,Fish,republican,62.224134
1976,NY,25,Fish,conservative,8.315073
1976,NY,26,Victor,liberal,1.859431
1976,NY,26,Maloney,democrat,32.889809
1976,NY,26,Gilman,republican,65.250760
1976,NY,27,McHugh,liberal,2.771747
1976,NY,27,McHugh,democrat,63.859257
1976,NY,27,Harter,republican,30.860002
1976,NY,27,Harter,conservative,2.508994
1976,NY,28,Lewis,labor,0.499624
1976,NY,28,Bradt,conservative,1.781448
1976,NY,28,Bradt,republican,18.692892
1976,NY,28,Stratton,democrat,79.026036
1976,NY,29,Pattison,democrat,44.515036
1976,NY,29,Martino,republican,45.035524
1976,NY,29,Deyoung,conservative,7.159395
1976,NY,29,Pattison,liberal,2.475003
1976,NY,29,Brooks,mayflower,0.613382
1976,NY,29,Ferran,coequal citizens,0.201660
1976,NY,30,Bartle,democrat,44.282424
1976,NY,30,McEwen,conservative,3.539632
1976,NY,30,McEwen,republican,52.177944
1976,NY,31,Maxwell,democrat,33.499122
1976,NY,31,Mitchell,republican,62.353989
1976,NY,31,Mitchell,conservative,4.146888
1976,NY,32,Colvin,liberal,1.147240
1976,NY,32,Hanley,democrat,54.779626
1976,NY,32,Wortley,republican,40.566598
1976,NY,32,Wortley,conservative,3.506536
1976,NY,33,Welch,democrat,26.732511
1976,NY,33,Walsh,republican,68.486772
1976,NY,33,Elkins,conservative,3.272140
1976,NY,33,Reiner,liberal,1.508577
1976,NY,34,Cook,conservative,3.841391
1976,NY,34,Horton,republican,65.852567
1976,NY,34,Larsen,democrat,30.306042
1976,NY,35,Macaluso,conservative,3.188144
1976,NY,35,Conable,republican,64.251390
1976,NY,35,Macaluso,democrat,32.560466
1976,NY,36,Argen,republican,30.706094
1976,NY,36,Lafalce,democrat,64.215694
1976,NY,36,Lafalce,liberal,2.422856
1976,NY,36,Argen,conservative,2.655355
1976,NY,37,Nowak,democrat,74.719228
1976,NY,37,Nowak,liberal,3.468515
1976,NY,37,Grimm,conservative,3.320802
1976,NY,37,Kimbrough,republican,18.491454
1976,NY,38,Kemp,conservative,6.646888
1976,NY,38,Kemp,republican,71.511115
1976,NY,38,Geraci,democrat,20.769873
1976,NY,38,Geraci,liberal,1.072124
1976,NY,39,Snowden,conservative,2.353318
1976,NY,39,Lundine,democrat,61.788499
1976,NY,39,Snowden,republican,35.858183
1976,NC,1,Ward,republican,22.542245
1976,NC,1,Jones,democrat,75.880298
1976,NC,1,Parker,american,1.577457
1976,NC,2,Fountain,democrat,100.000000
1976,NC,3,Whitley,democrat,68.749221
1976,NC,3,Blanchard,republican,31.250779
1976,NC,4,Gallemore,republican,39.397825
1976,NC,4,Andrews,democrat,60.602175
1976,NC,5,Mizell,republican,45.634154
1976,NC,5,Hooks,u.s. labor,0.135043
1976,NC,5,Neal,democrat,54.230803
1976,NC,6,Wagle,libertarian,1.982173
1976,NC,6,Porter,u.s. labor,1.690922
1976,NC,6,Preyer,democrat,96.326905
1976,NC,7,Vaughan,republican,18.698155
1976,NC,7,Rose,democrat,81.301845
1976,NC,8,Eagle,republican,32.495152
1976,NC,8,Hefner,democrat,65.723685
1976,NC,8,Bell,u.s. labor,0.354115
1976,NC,8,Ligon,american,1.427049
1976,NC,9,Goodman,democrat,46.067964
1976,NC,9,Schlanger,u.s. labor,0.418758
1976,NC,9,Martin,republican,53.513278
1976,NC,10,Hunt,democrat,40.216194
1976,NC,10,Broyhill,republican,59.783806
1976,NC,11,Briggs,republican,48.128847
1976,NC,11,Underwood,american,0.973943
1976,NC,11,Gudger,democrat,50.897210
1976,ND,0,Andrews,republican,62.445624
1976,ND,0,Omdahl,democrat,35.967518
1976,ND,0,Kleppe,american,1.586858
1976,OH,1,Bowen,democrat,33.622195
1976,OH,1,Gradison,republican,64.766158
1976,OH,1,Martinson,independent,1.611647
1976,OH,2,Luken,democrat,51.374704
1976,OH,2,Claney,republican,48.625296
1976,OH,3,Austin,independent,3.351356
1976,OH,3,Hurst,independent,3.960818
1976,OH,3,Whalen,republican,69.387236
1976,OH,3,Stubbs,democrat,23.300590
1976,OH,4,Guyer,republican,70.059610
1976,OH,4,Dorsey,democrat,29.940390
1976,OH,5,Edwards,democrat,32.559094
1976,OH,5,Latta,republican,67.440906
1976,OH,6,Harsha,republican,61.484744
1976,OH,6,Strickland,democrat,38.515256
1976,OH,7,Brown,republican,64.851523
1976,OH,7,Franke,democrat,35.148477
1976,OH,8,Payton,independent,2.576895
1976,OH,8,Griffin,democrat,28.770986
1976,OH,8,Kindness,republican,68.652119
1976,OH,9,Galonsky,independent,0.879329
1976,OH,9,Emery,independent,0.912668
1976,OH,9,Ashley,democrat,54.200477
1976,OH,9,Finkbeiner,republican,44.007525
1976,OH,10,Plummer,democrat,31.236209
1976,OH,10,Miller,republican,68.763791
1976,OH,11,Stanton,republican,71.742024
1976,OH,11,West,democrat,28.257976
1976,OH,12,Moss,independent,7.878370
1976,OH,12,Ryan,democrat,45.661765
1976,OH,12,Devine,republican,46.459865
1976,OH,13,Mathna,republican,30.441769
1976,OH,13,Cortez,independent,3.539769
1976,OH,13,Pease,democrat,66.018463
1976,OH,14,Houston,republican,24.311765
1976,OH,14,Seiberling,democrat,74.093113
1976,OH,14,Meyer,independent,1.595123
1976,OH,15,McGee,democrat,34.498808
1976,OH,15,Wylie,republican,65.501192
1976,OH,16,Festerly,american,1.131018
1976,OH,16,Regula,republican,66.846649
1976,OH,16,Vanvoorhis,workers,0.044230
1976,OH,16,Freedom,democrat,31.978103
1976,OH,17,McDonald,democrat,43.203506
1976,OH,17,Ashbrook,republican,56.796494
1976,OH,18,Crabbe,independent,11.589375
1976,OH,18,Applegate,democrat,62.906142
1976,OH,18,Bashline,independent,0.893808
1976,OH,18,McCoy,republican,24.610674
1976,OH,19,Untch,independent,0.605353
1976,OH,19,Hunter,republican,47.895717
1976,OH,19,Carney,democrat,50.243753
1976,OH,19,Zurbrugg,independent,1.255177
1976,OH,20,Grabow,independent,16.850036
1976,OH,20,Held,independent,2.162721
1976,OH,20,Oakar,democrat,80.987243
1976,OH,21,Stokes,democrat,83.833215
1976,OH,21,Curry,independent,4.824585
1976,OH,21,Sparks,republican,11.342200
1976,OH,22,Hanna,republican,24.177385
1976,OH,22,Vanik,democrat,72.732468
1976,OH,22,Lippett,american,3.090147
1976,OH,23,Scanlon,republican,26.798968
1976,OH,23,Mottl,democrat,73.201032
1976,OK,1,Jones,democrat,53.968585
1976,OK,1,Inhofe,republican,45.109172
1976,OK,1,Mackintosh,independent,0.922243
1976,OK,2,Risenhoover,democrat,53.968789
1976,OK,2,Stewart,republican,46.031211
1976,OK,3,Finley,independent,0.846314
1976,OK,3,Watkins,democrat,81.960827
1976,OK,3,Beasley,republican,17.192859
1976,OK,4,Stanley,republican,21.994503
1976,OK,4,Trent,independent,3.065198
1976,OK,4,Steed,democrat,74.940299
1976,OK,5,Buchanan,independent,0.490606
1976,OK,5,Wolfley,independent,0.857610
1976,OK,5,Parker,independent,0.854441
1976,OK,5,Edwards,republican,49.853579
1976,OK,5,Smith,independent,0.561598
1976,OK,5,Dunlap,democrat,47.382166
1976,OK,6,English,democrat,71.076397
1976,OK,6,McCurley,republican,28.923603
1976,OR,1,Bladine,republican,41.340909
1976,OR,1,Aucoin,democrat,58.653030
1976,OR,2,Ullman,democrat,71.985496
1976,OR,2,Mercer,republican,28.007443
1976,OR,3,Duncan,democrat,84.019621
1976,OR,3,Simon,independent,15.980379
1976,OR,4,Nathan,independent,5.843670
1976,OR,4,Lausmann,republican,35.099979
1976,OR,4,Howard,independent,9.027494
1976,OR,4,Weaver,democrat,50.020012
1976,PA,1,Fraenzl,socialist workers,0.842310
1976,PA,1,Fanelli,republican,25.244810
1976,PA,1,Myers,democrat,73.544801
1976,PA,1,Moss,labor,0.368079
1976,PA,2,Woods,republican,25.378091
1976,PA,2,Austin,socialist workers,0.740448
1976,PA,2,Grant,revolutionary workers,0.143269
1976,PA,2,Thomas,independent conservatives,0.192142
1976,PA,2,Nix,democrat,73.546050
1976,PA,3,Douglas,labor,0.519219
1976,PA,3,Schade,republican,26.325120
1976,PA,3,Lederer,democrat,73.155662
1976,PA,4,Eilberg,democrat,67.519456
1976,PA,4,Mugford,republican,32.480544
1976,PA,5,Schulze,republican,59.548913
1976,PA,5,Campolo,democrat,40.451087
1976,PA,6,Postupack,republican,25.471552
1976,PA,6,Fisher,constitution,0.702218
1976,PA,6,Yatron,democrat,73.826230
1976,PA,7,Kenney,republican,45.854975
1976,PA,7,Edgar,democrat,54.082263
1976,PA,7,Cinger,labor,0.062762
1976,PA,8,Renninger,republican,48.803679
1976,PA,8,Kostmayer,democrat,49.495578
1976,PA,8,Graham,constitution,1.700743
1976,PA,9,Shuster,democrat,100.000000
1976,PA,10,Mitchell,democrat,37.435733
1976,PA,10,McDade,republican,62.564267
1976,PA,11,Williams,republican,29.174193
1976,PA,11,Flood,democrat,70.825807
1976,PA,12,Humes,republican,32.315614
1976,PA,12,Murtha,democrat,67.684386
1976,PA,13,Strick,democrat,36.594062
1976,PA,13,Coughlin,republican,63.405938
1976,PA,14,Bradley,republican,27.127859
1976,PA,14,Moorhead,democrat,71.704543
1976,PA,14,Brody,labor,0.309439
1976,PA,14,Hoag,socialist workers,0.858159
1976,PA,15,Sivulich,republican,34.523339
1976,PA,15,Coates,labor,0.257655
1976,PA,15,Rooney,democrat,65.219007
1976,PA,16,Minney,democrat,36.966540
1976,PA,16,Ross,labor,0.223067
1976,PA,16,Haas,citizens for haas,0.474897
1976,PA,16,Walker,republican,62.335496
1976,PA,17,Dublin,constitution,0.786512
1976,PA,17,Hepford,republican,48.491735
1976,PA,17,Ertel,democrat,50.721754
1976,PA,18,Walgren,democrat,59.455745
1976,PA,18,Casey,republican,40.544255
1976,PA,19,Noll,democrat,29.403131
1976,PA,19,Goodling,republican,70.596869
1976,PA,20,Gaydos,democrat,74.955430
1976,PA,20,Kostelac,republican,24.676904
1976,PA,20,Billington,labor,0.367665
1976,PA,21,Dent,democrat,59.404636
1976,PA,21,Miller,republican,40.595364
1976,PA,22,Murphy,democrat,55.317645
1976,PA,22,Wilson,american,0.769599
1976,PA,22,Fischer,republican,43.912756
1976,PA,23,Ammerman,democrat,56.544240
1976,PA,23,Johnson,republican,43.455760
1976,PA,24,Vigorito,democrat,43.794857
1976,PA,24,Hereford,american,0.844263
1976,PA,24,Marks,republican,55.360880
1976,PA,25,Myers,republican,56.788080
1976,PA,25,Atkinson,democrat,43.211920
1976,RI,1,Slocum,republican,36.406028
1976,RI,1,Germain,democrat,62.391846
1976,RI,1,Morrissey,independent,1.202126
1976,RI,2,Pacia,independent,1.000931
1976,RI,2,Iannitti,republican,22.503863
1976,RI,2,Beard,democrat,76.495206
1976,SC,1,Rowell,republican,31.112201
1976,SC,1,Davis,democrat,68.887799
1976,SC,2,Spence,republican,57.543903
1976,SC,2,Livingston,democrat,41.800825
1976,SC,2,ONeal,independent,0.655272
1976,SC,3,Derrick,democrat,100.000000
1976,SC,4,Mann,democrat,73.550969
1976,SC,4,Watkins,republican,26.449031
1976,SC,5,Richardson,republican,48.335746
1976,SC,5,Hough,independent,0.231889
1976,SC,5,Holland,democrat,51.414676
1976,SC,6,Jenrette,democrat,55.457262
1976,SC,6,Young,republican,44.039271
1976,SC,6,Dillingham,independent,0.501841
1976,SD,1,Guffey,democrat,19.378355
1976,SD,1,Pressler,republican,79.780449
1976,SD,1,Stevens,independent,0.841196
1976,SD,2,Mickelson,democrat,30.138389
1976,SD,2,Abdnor,republican,69.861611
1976,TN,1,Joyner,independent,0.282101
1976,TN,1,Quillen,republican,57.949791
1976,TN,1,Bobic,independent,0.573091
1976,TN,1,Blevins,democrat,41.193239
1976,TN,2,Duncan,republican,62.802817
1976,TN,2,Rowland,democrat,37.196784
1976,TN,3,Lloyd,democrat,67.479803
1976,TN,3,Dover,american,1.274725
1976,TN,3,Baker,republican,31.114186
1976,TN,3,Hill,libertarian,0.131286
1976,TN,4,McGlamery,independent,5.964652
1976,TN,4,Gore,democrat,94.026385
1976,TN,5,Allen,democrat,92.439135
1976,TN,5,Bissell,independent,7.560865
1976,TN,6,Beard,republican,64.457702
1976,TN,6,Bass,democrat,35.540731
1976,TN,7,Jones,democrat,100.000000
1976,TN,8,Flanagan,independent,0.873747
1976,TN,8,Allissandratos,republican,38.456301
1976,TN,8,Ford,democrat,60.669222
1976,TX,1,Hogan,republican,16.283902
1976,TX,1,Hall,democrat,83.716098
1976,TX,2,Wilson,democrat,95.037686
1976,TX,2,Doyle,american,4.962314
1976,TX,3,Collins,republican,74.042081
1976,TX,3,Shackelford,democrat,25.957919
1976,TX,4,Glenn,republican,37.278543
1976,TX,4,Roberts,democrat,62.721457
1976,TX,5,Judy,republican,44.570956
1976,TX,5,Mattox,democrat,53.965238
1976,TX,5,McDonnell,american,1.463806
1976,TX,6,Pinon,american,0.660817
1976,TX,6,Teague,democrat,65.929409
1976,TX,6,Mowery,republican,33.409773
1976,TX,7,Archer,republican,100.000000
1976,TX,8,Gearhart,republican,39.210135
1976,TX,8,Eckhardt,democrat,60.651179
1976,TX,8,Lantz,socialist workers,0.138686
1976,TX,9,Brooks,democrat,100.000000
1976,TX,10,McClure,republican,23.178830
1976,TX,10,Pickle,democrat,76.821170
1976,TX,11,Burgess,republican,42.596019
1976,TX,11,Poage,democrat,57.403981
1976,TX,12,Wright,democrat,75.834022
1976,TX,12,Kutchinski,american,0.375394
1976,TX,12,Durham,republican,23.790584
1976,TX,13,Price,republican,40.383753
1976,TX,13,Hightower,democrat,59.297618
1976,TX,13,Hathcock,american,0.318629
1976,TX,14,Young,democrat,61.419374
1976,TX,14,Holford,republican,38.580626
1976,TX,15,McDonald,republican,25.632941
1976,TX,15,Garza,democrat,74.367059
1976,TX,16,Shakelford,republican,42.210251
1976,TX,16,White,democrat,57.789749
1976,TX,17,Burleson,democrat,100.000000
1976,TX,18,Zapata,socialist workers,0.493283
1976,TX,18,Wright,republican,13.998507
1976,TX,18,Jordan,democrat,85.508209
1976,TX,19,Reese,republican,45.364483
1976,TX,19,Mahon,democrat,54.635517
1976,TX,20,Gonzalez,democrat,100.000000
1976,TX,21,Locke,republican,26.728959
1976,TX,21,Gallion,american,1.036139
1976,TX,21,Carrillo,la raza unida,1.195911
1976,TX,21,Krueger,democrat,71.038992
1976,TX,22,Paul,republican,49.930499
1976,TX,22,Gammage,democrat,50.069501
1976,TX,23,Kazen,democrat,100.000000
1976,TX,24,Milford,democrat,63.393911
1976,TX,24,Berman,republican,36.066717
1976,TX,24,Armstrong,american,0.539373
1976,UT,1,Gerlach,american,2.002759
1976,UT,1,Ferguson,republican,39.824170
1976,UT,1,McKay,democrat,58.173072
1976,UT,2,Marriott,republican,52.428882
1976,UT,2,Howe,democrat,40.148751
1976,VT,0,Jeffords,republican,67.353599
1976,VT,0,Burgess,democrat,32.579837
1976,VA,1,Quinn,democrat,47.457639
1976,VA,1,Trible,republican,48.560219
1976,VA,1,McClaine,independent,3.982142
1976,VA,2,Whitehurst,republican,65.687191
1976,VA,2,Washington,democrat,34.311154
1976,VA,3,Ogden,independent,11.923999
1976,VA,3,Satterfield,democrat,87.926806
1976,VA,4,OBrien,democrat,46.969967
1976,VA,4,Daniel,republican,53.028901
1976,VA,5,Daniel,democrat,99.959438
1976,VA,6,Saunders,independent,37.764226
1976,VA,6,Butler,republican,62.235774
1976,VA,7,Robinson,republican,81.781944
1976,VA,7,Hutt,independent,18.186766
1976,VA,8,Harris,democrat,51.619684
1976,VA,8,Tate,republican,42.618407
1976,VA,8,Cannon,independent,5.761909
