date,region,candidate,party,voteshare,version
11/7/2000,Steuben__IN,Bush,republican,0.616564689190388,20191203
11/7/2000,Steuben__IN,Nader,green,0.0035470426531879,20191203
11/7/2000,Steuben__IN,Other,NA,0.0160503680056753,20191203
11/7/2000,Steuben__NY,Gore,democrat,0.359933929936149,20191203
11/7/2000,Steuben__NY,Bush,republican,0.596602815373616,20191203
11/7/2000,Steuben__NY,Nader,green,0.0307669551068708,20191203
11/7/2000,Steuben__NY,Other,NA,0.0126962995833641,20191203
11/7/2000,Stevens__KS,Gore,democrat,0.163429654192326,20191203
11/7/2000,Stevens__KS,Bush,republican,0.811937470393179,20191203
11/7/2000,Stevens__KS,Nader,green,0.0161061108479394,20191203
11/7/2000,Stevens__KS,Other,NA,0.00852676456655613,20191203
11/7/2000,Stevens__MN,Gore,democrat,0.423157162726008,20191203
11/7/2000,Stevens__MN,Bush,republican,0.492176634214186,20191203
11/7/2000,Stevens__MN,Nader,green,0.0683240611961057,20191203
11/7/2000,Stevens__MN,Other,NA,0.0163421418636996,20191203
11/7/2000,Stevens__WA,Gore,democrat,0.308974715198666,20191203
11/7/2000,Stevens__WA,Bush,republican,0.627896637954987,20191203
11/7/2000,Stevens__WA,Nader,green,0.0388996943595443,20191203
11/7/2000,Stevens__WA,Other,NA,0.0242289524868019,20191203
11/7/2000,Stewart__GA,Gore,democrat,0.648413510747185,20191203
11/7/2000,Stewart__GA,Bush,republican,0.345445240532242,20191203
11/7/2000,Stewart__GA,Nader,green,,20191203
11/7/2000,Stewart__GA,Other,NA,0.00614124872057318,20191203
11/7/2000,Stewart__TN,Gore,democrat,0.600167294019239,20191203
11/7/2000,Stewart__TN,Bush,republican,0.381848598912589,20191203
11/7/2000,Stewart__TN,Nader,green,0.0104558762024258,20191203
11/7/2000,Stewart__TN,Other,NA,0.00752823086574655,20191203
11/7/2000,Stillwater__MT,Gore,democrat,0.236089841755998,20191203
11/7/2000,Stillwater__MT,Bush,republican,0.705717202654416,20191203
11/7/2000,Stillwater__MT,Nader,green,0.0359877488514548,20191203
11/7/2000,Stillwater__MT,Other,NA,0.0222052067381317,20191203
11/7/2000,Stoddard__MO,Gore,democrat,0.359402601573792,20191203
11/7/2000,Stoddard__MO,Bush,republican,0.620443231090413,20191203
11/7/2000,Stoddard__MO,Nader,green,0.00915368556287137,20191203
11/7/2000,Stoddard__MO,Other,NA,0.0110004817729244,20191203
11/7/2000,Stokes__NC,Gore,democrat,0.292748224886509,20191203
11/7/2000,Stokes__NC,Bush,republican,0.700034920265394,20191203
11/7/2000,Stokes__NC,Nader,green,,20191203
11/7/2000,Stokes__NC,Other,NA,0.00721685484809685,20191203
11/7/2000,Stone__AR,Gore,democrat,0.42037037037037,20191203
11/7/2000,Stone__AR,Bush,republican,0.539711934156379,20191203
11/7/2000,Stone__AR,Nader,green,0.0201646090534979,20191203
11/7/2000,Stone__AR,Other,NA,0.0197530864197531,20191203
11/7/2000,Stone__MO,Gore,democrat,0.333717389515266,20191203
11/7/2000,Stone__MO,Bush,republican,0.641346391243519,20191203
11/7/2000,Stone__MO,Nader,green,0.0147312978355691,20191203
11/7/2000,Stone__MO,Other,NA,0.0102049214056456,20191203
11/7/2000,Stone__MS,Gore,democrat,0.303639326453015,20191203
11/7/2000,Stone__MS,Bush,republican,0.670287887017925,20191203
11/7/2000,Stone__MS,Nader,green,0.0117689661415897,20191203
11/7/2000,Stone__MS,Other,NA,0.0143038203874706,20191203
11/7/2000,Stonewall__TX,Gore,democrat,0.367959949937422,20191203
11/7/2000,Stonewall__TX,Bush,republican,0.620775969962453,20191203
11/7/2000,Stonewall__TX,Nader,green,0.00876095118898623,20191203
11/7/2000,Stonewall__TX,Other,NA,0.00250312891113892,20191203
11/7/2000,Storey__NV,Gore,democrat,0.370411568409344,20191203
11/7/2000,Storey__NV,Bush,republican,0.563959955506118,20191203
11/7/2000,Storey__NV,Nader,green,0.0439377085650723,20191203
11/7/2000,Storey__NV,Other,NA,0.0216907675194661,20191203
11/7/2000,Story__IA,Gore,democrat,0.494231421784866,20191203
11/7/2000,Story__IA,Bush,republican,0.458884741545074,20191203
11/7/2000,Story__IA,Nader,green,0.0372412623006447,20191203
11/7/2000,Story__IA,Other,NA,0.00964257436941522,20191203
11/7/2000,Strafford__NH,Gore,democrat,0.514242908914219,20191203
11/7/2000,Strafford__NH,Bush,republican,0.427348004778005,20191203
11/7/2000,Strafford__NH,Nader,green,0.0460186666126779,20191203
11/7/2000,Strafford__NH,Other,NA,0.0123904196950985,20191203
11/7/2000,Stutsman__ND,Gore,democrat,0.336367624479052,20191203
11/7/2000,Stutsman__ND,Bush,republican,0.601886378591796,20191203
11/7/2000,Stutsman__ND,Nader,green,0.0280763325290634,20191203
11/7/2000,Stutsman__ND,Other,NA,0.0336696644000877,20191203
11/7/2000,Sublette__WY,Gore,democrat,0.142412935323383,20191203
11/7/2000,Sublette__WY,Bush,republican,0.81592039800995,20191203
11/7/2000,Sublette__WY,Nader,green,0.0146144278606965,20191203
11/7/2000,Sublette__WY,Other,NA,0.0270522388059701,20191203
11/7/2000,Suffolk__MA,Gore,democrat,0.713769585253456,20191203
11/7/2000,Suffolk__MA,Bush,republican,0.204797235023041,20191203
11/7/2000,Suffolk__MA,Nader,green,0.0693594470046083,20191203
11/7/2000,Suffolk__MA,Other,NA,0.012073732718894,20191203
11/7/2000,Suffolk__NY,Gore,democrat,0.53375875204316,20191203
11/7/2000,Suffolk__NY,Bush,republican,0.419944725772219,20191203
11/7/2000,Suffolk__NY,Nader,green,0.0315927411625711,20191203
11/7/2000,Suffolk__NY,Other,NA,0.0147037810220504,20191203
11/7/2000,Suffolk__VA,Gore,democrat,0.505697254774746,20191203
11/7/2000,Suffolk__VA,Bush,republican,0.479948096184259,20191203
11/7/2000,Suffolk__VA,Nader,green,0.00806942135355419,20191203
11/7/2000,Suffolk__VA,Other,NA,0.00628522768744171,20191203
11/7/2000,Sullivan__IN,Gore,democrat,0.463931251512951,20191203
11/7/2000,Sullivan__IN,Bush,republican,0.522754780924716,20191203
11/7/2000,Sullivan__IN,Nader,green,0.000484144274993948,20191203
11/7/2000,Sullivan__IN,Other,NA,0.0128298232873396,20191203
11/7/2000,Sullivan__MO,Gore,democrat,0.367819843342037,20191203
11/7/2000,Sullivan__MO,Bush,republican,0.612597911227154,20191203
11/7/2000,Sullivan__MO,Nader,green,0.00881201044386423,20191203
11/7/2000,Sullivan__MO,Other,NA,0.0107702349869452,20191203
11/7/2000,Sullivan__NH,Gore,democrat,0.440539961431326,20191203
11/7/2000,Sullivan__NH,Bush,republican,0.498392971930576,20191203
11/7/2000,Sullivan__NH,Nader,green,0.0452646239554318,20191203
11/7/2000,Sullivan__NH,Other,NA,0.0158024426826655,20191203
11/7/2000,Sullivan__NY,Gore,democrat,0.503015004908148,20191203
11/7/2000,Sullivan__NY,Bush,republican,0.445344271490675,20191203
11/7/2000,Sullivan__NY,Nader,green,0.0405272752769598,20191203
11/7/2000,Sullivan__NY,Other,NA,0.0111134483242182,20191203
11/7/2000,Sullivan__PA,Gore,democrat,0.343317230273752,20191203
11/7/2000,Sullivan__PA,Bush,republican,0.620933977455717,20191203
11/7/2000,Sullivan__PA,Nader,green,0.0293075684380032,20191203
11/7/2000,Sullivan__PA,Other,NA,0.00644122383252818,20191203
11/7/2000,Sullivan__TN,Gore,democrat,0.383189477273135,20191203
11/7/2000,Sullivan__TN,Bush,republican,0.600821863728534,20191203
11/7/2000,Sullivan__TN,Nader,green,0.00933120390474994,20191203
11/7/2000,Sullivan__TN,Other,NA,0.00665745509358121,20191203
11/7/2000,Sully__SD,Gore,democrat,0.239954075774971,20191203
11/7/2000,Sully__SD,Bush,republican,0.726750861079219,20191203
11/7/2000,Sully__SD,Nader,green,,20191203
11/7/2000,Sully__SD,Other,NA,0.0332950631458094,20191203
11/7/2000,Summers__WV,Gore,democrat,0.487799702949289,20191203
11/7/2000,Summers__WV,Bush,republican,0.488860598345003,20191203
11/7/2000,Summers__WV,Nader,green,0.0171865054105665,20191203
11/7/2000,Summers__WV,Other,NA,0.0061531932951411,20191203
11/7/2000,Summit__CO,Gore,democrat,0.479219371160101,20191203
11/7/2000,Summit__CO,Bush,republican,0.406306469100108,20191203
11/7/2000,Summit__CO,Nader,green,0.102186483556198,20191203
11/7/2000,Summit__CO,Other,NA,0.0122876761835923,20191203
11/7/2000,Summit__OH,Gore,democrat,0.532643358136266,20191203
11/7/2000,Summit__OH,Bush,republican,0.430178928032948,20191203
11/7/2000,Summit__OH,Nader,green,0.0264856185981969,20191203
11/7/2000,Summit__OH,Other,NA,0.0106920952325887,20191203
11/7/2000,Summit__UT,Gore,democrat,0.379589142809999,20191203
11/7/2000,Summit__UT,Bush,republican,0.508868905205841,20191203
11/7/2000,Summit__UT,Nader,green,0.0953716690042076,20191203
11/7/2000,Summit__UT,Other,NA,0.0161702829799521,20191203
11/7/2000,Sumner__KS,Gore,democrat,0.346853010164191,20191203
11/7/2000,Sumner__KS,Bush,republican,0.603596559812353,20191203
11/7/2000,Sumner__KS,Nader,green,0.0299061767005473,20191203
11/7/2000,Sumner__KS,Other,NA,0.0196442533229085,20191203
11/7/2000,Sumner__TN,Gore,democrat,0.438179765041504,20191203
11/7/2000,Sumner__TN,Bush,republican,0.546803494660935,20191203
11/7/2000,Sumner__TN,Nader,green,0.00954890346098223,20191203
11/7/2000,Sumner__TN,Other,NA,0.00546783683657904,20191203
11/7/2000,Sumter__AL,Gore,democrat,0.725197109067017,20191203
11/7/2000,Sumter__AL,Bush,republican,0.26757555847569,20191203
11/7/2000,Sumter__AL,Nader,green,0.00328515111695138,20191203
11/7/2000,Sumter__AL,Other,NA,0.00394218134034166,20191203
11/7/2000,Sumter__FL,Gore,democrat,0.432909572795472,20191203
11/7/2000,Sumter__FL,Bush,republican,0.544764386146175,20191203
11/7/2000,Sumter__FL,Nader,green,0.0137460132069539,20191203
11/7/2000,Sumter__FL,Other,NA,0.00858002785139931,20191203
11/7/2000,Sumter__GA,Gore,democrat,0.489635969887594,20191203
11/7/2000,Sumter__GA,Bush,republican,0.499845312983397,20191203
11/7/2000,Sumter__GA,Nader,green,0.00412498710941528,20191203
11/7/2000,Sumter__GA,Other,NA,0.00639373001959369,20191203
11/7/2000,Sumter__SC,Gore,democrat,0.46834246218049,20191203
11/7/2000,Sumter__SC,Bush,republican,0.518877151799687,20191203
11/7/2000,Sumter__SC,Nader,green,0.00880281690140845,20191203
11/7/2000,Sumter__SC,Other,NA,0.00397756911841419,20191203
11/7/2000,Sunflower__MS,Gore,democrat,0.591919191919192,20191203
11/7/2000,Sunflower__MS,Bush,republican,0.400356506238859,20191203
11/7/2000,Sunflower__MS,Nader,green,0.0035650623885918,20191203
11/7/2000,Sunflower__MS,Other,NA,0.0041592394533571,20191203
11/7/2000,Surry__NC,Gore,democrat,0.332091788680538,20191203
11/7/2000,Surry__NC,Bush,republican,0.65934583440363,20191203
11/7/2000,Surry__NC,Nader,green,,20191203
11/7/2000,Surry__NC,Other,NA,0.00856237691583183,20191203
11/7/2000,Surry__VA,Gore,democrat,0.571207430340557,20191203
11/7/2000,Surry__VA,Bush,republican,0.406501547987616,20191203
11/7/2000,Surry__VA,Nader,green,0.00897832817337461,20191203
11/7/2000,Surry__VA,Other,NA,0.013312693498452,20191203
11/7/2000,Susquehanna__PA,Gore,democrat,0.375253314805165,20191203
11/7/2000,Susquehanna__PA,Bush,republican,0.592090788026171,20191203
11/7/2000,Susquehanna__PA,Nader,green,0.0265763418447108,20191203
11/7/2000,Susquehanna__PA,Other,NA,0.00607955532395345,20191203
11/7/2000,Sussex__DE,Gore,democrat,0.448640004827493,20191203
11/7/2000,Sussex__DE,Bush,republican,0.522274352437129,20191203
11/7/2000,Sussex__DE,Nader,green,0.0219952630229155,20191203
11/7/2000,Sussex__DE,Other,NA,0.00709037971246247,20191203
11/7/2000,Sussex__NJ,Gore,democrat,0.371421116715951,20191203
11/7/2000,Sussex__NJ,Bush,republican,0.578831101061054,20191203
11/7/2000,Sussex__NJ,Nader,green,0.0417289963471908,20191203
11/7/2000,Sussex__NJ,Other,NA,0.00801878587580449,20191203
11/7/2000,Sussex__VA,Gore,democrat,0.513568868407578,20191203
11/7/2000,Sussex__VA,Bush,republican,0.446748591909882,20191203
11/7/2000,Sussex__VA,Nader,green,0.0104966717869944,20191203
11/7/2000,Sussex__VA,Other,NA,0.0291858678955453,20191203
11/7/2000,Sutter__CA,Gore,democrat,0.316819756060834,20191203
11/7/2000,Sutter__CA,Bush,republican,0.653139587411534,20191203
11/7/2000,Sutter__CA,Nader,green,0.0223610901972594,20191203
11/7/2000,Sutter__CA,Other,NA,0.00767956633037193,20191203
11/7/2000,Sutton__TX,Gore,democrat,0.303896103896104,20191203
11/7/2000,Sutton__TX,Bush,republican,0.69025974025974,20191203
11/7/2000,Sutton__TX,Nader,green,0.0038961038961039,20191203
11/7/2000,Sutton__TX,Other,NA,0.00194805194805195,20191203
11/7/2000,Suwannee__FL,Gore,democrat,0.326705684278041,20191203
11/7/2000,Suwannee__FL,Bush,republican,0.641866431492023,20191203
11/7/2000,Suwannee__FL,Nader,green,0.014431171330073,20191203
11/7/2000,Suwannee__FL,Other,NA,0.0169967128998637,20191203
11/7/2000,Swain__NC,Gore,democrat,0.479862700228833,20191203
11/7/2000,Swain__NC,Bush,republican,0.508924485125858,20191203
11/7/2000,Swain__NC,Nader,green,,20191203
11/7/2000,Swain__NC,Other,NA,0.0112128146453089,20191203
11/7/2000,Sweet_Grass__MT,Gore,democrat,0.16522210184182,20191203
11/7/2000,Sweet_Grass__MT,Bush,republican,0.785482123510293,20191203
11/7/2000,Sweet_Grass__MT,Nader,green,0.0319609967497291,20191203
11/7/2000,Sweet_Grass__MT,Other,NA,0.0173347778981582,20191203
11/7/2000,Sweetwater__WY,Gore,democrat,0.351857752851953,20191203
11/7/2000,Sweetwater__WY,Bush,republican,0.6006628003314,20191203
11/7/2000,Sweetwater__WY,Nader,green,0.0141482378433497,20191203
11/7/2000,Sweetwater__WY,Other,NA,0.0333312089732968,20191203
11/7/2000,Swift__MN,Gore,democrat,0.496229538348354,20191203
11/7/2000,Swift__MN,Bush,republican,0.437005701673717,20191203
11/7/2000,Swift__MN,Nader,green,0.0400956409784808,20191203
11/7/2000,Swift__MN,Other,NA,0.0266691189994482,20191203
11/7/2000,Swisher__TX,Gore,democrat,0.342263094762095,20191203
11/7/2000,Swisher__TX,Bush,republican,0.644542183126749,20191203
11/7/2000,Swisher__TX,Nader,green,0.0079968012794882,20191203
11/7/2000,Swisher__TX,Other,NA,0.00519792083166733,20191203
11/7/2000,Switzerland__IN,Gore,democrat,0.412472985489349,20191203
11/7/2000,Switzerland__IN,Bush,republican,0.565297931460327,20191203
11/7/2000,Switzerland__IN,Nader,green,0.00463105896881754,20191203
11/7/2000,Switzerland__IN,Other,NA,0.0175980240815066,20191203
11/7/2000,Talbot__GA,Gore,democrat,0.656657447649151,20191203
11/7/2000,Talbot__GA,Bush,republican,0.333465033583564,20191203
11/7/2000,Talbot__GA,Nader,green,0.00118530225207428,20191203
11/7/2000,Talbot__GA,Other,NA,0.00869221651521138,20191203
11/7/2000,Talbot__MD,Gore,democrat,0.38427202310621,20191203
11/7/2000,Talbot__MD,Bush,republican,0.582512800315085,20191203
11/7/2000,Talbot__MD,Nader,green,0.0278324799789944,20191203
11/7/2000,Talbot__MD,Other,NA,0.00538269659971117,20191203
11/7/2000,Taliaferro__GA,Gore,democrat,0.668269230769231,20191203
11/7/2000,Taliaferro__GA,Bush,republican,0.325721153846154,20191203
11/7/2000,Taliaferro__GA,Nader,green,0.00240384615384615,20191203
11/7/2000,Taliaferro__GA,Other,NA,0.00360576923076923,20191203
11/7/2000,Talladega__AL,Gore,democrat,0.442575930218852,20191203
11/7/2000,Talladega__AL,Bush,republican,0.54249341872618,20191203
11/7/2000,Talladega__AL,Nader,green,0.00722957840556363,20191203
11/7/2000,Talladega__AL,Other,NA,0.00770107264940474,20191203
11/7/2000,Tallahatchie__MS,Gore,democrat,0.550606554408836,20191203
11/7/2000,Tallahatchie__MS,Bush,republican,0.439616150642767,20191203
11/7/2000,Tallahatchie__MS,Nader,green,0.00362122035125837,20191203
11/7/2000,Tallahatchie__MS,Other,NA,0.00615607459713924,20191203
11/7/2000,Tallapoosa__AL,Gore,democrat,0.380422075924445,20191203
11/7/2000,Tallapoosa__AL,Bush,republican,0.603273241863041,20191203
11/7/2000,Tallapoosa__AL,Nader,green,0.00941364671137636,20191203
11/7/2000,Tallapoosa__AL,Other,NA,0.00689103550113825,20191203
11/7/2000,Tama__IA,Gore,democrat,0.486470234515935,20191203
11/7/2000,Tama__IA,Bush,republican,0.485147324113049,20191203
11/7/2000,Tama__IA,Nader,green,0.0192423331328924,20191203
11/7/2000,Tama__IA,Other,NA,0.00914010823812387,20191203
11/7/2000,Taney__MO,Gore,democrat,0.336950767601906,20191203
11/7/2000,Taney__MO,Bush,republican,0.638366860772896,20191203
11/7/2000,Taney__MO,Nader,green,0.013499205929063,20191203
11/7/2000,Taney__MO,Other,NA,0.0111831656961355,20191203
11/7/2000,Tangipahoa__LA,Gore,democrat,0.426402906742027,20191203
11/7/2000,Tangipahoa__LA,Bush,republican,0.549616471538151,20191203
11/7/2000,Tangipahoa__LA,Nader,green,0.0109002825999193,20191203
11/7/2000,Tangipahoa__LA,Other,NA,0.0130803391199031,20191203
11/7/2000,Taos__NM,Gore,democrat,0.646076181734741,20191203
11/7/2000,Taos__NM,Bush,republican,0.251858650757228,20191203
11/7/2000,Taos__NM,Nader,green,0.0976594768242313,20191203
11/7/2000,Taos__NM,Other,NA,0.00440569068379991,20191203
11/7/2000,Tarrant__TX,Gore,democrat,0.367828209378288,20191203
11/7/2000,Tarrant__TX,Bush,republican,0.607382898416348,20191203
11/7/2000,Tarrant__TX,Nader,green,0.0186456500892273,20191203
11/7/2000,Tarrant__TX,Other,NA,0.00614324211613734,20191203
11/7/2000,Tate__MS,Gore,democrat,0.395835729897619,20191203
11/7/2000,Tate__MS,Bush,republican,0.592200621189463,20191203
11/7/2000,Tate__MS,Nader,green,0.00759231565627516,20191203
11/7/2000,Tate__MS,Other,NA,0.00437133325664328,20191203
11/7/2000,Tattnall__GA,Gore,democrat,0.349910873440285,20191203
11/7/2000,Tattnall__GA,Bush,republican,0.641176470588235,20191203
11/7/2000,Tattnall__GA,Nader,green,0.00017825311942959,20191203
11/7/2000,Tattnall__GA,Other,NA,0.00873440285204991,20191203
11/7/2000,Taylor__FL,Gore,democrat,0.389101057579318,20191203
11/7/2000,Taylor__FL,Bush,republican,0.595769682726204,20191203
11/7/2000,Taylor__FL,Nader,green,0.0086662749706228,20191203
11/7/2000,Taylor__FL,Other,NA,0.00646298472385429,20191203
11/7/2000,Taylor__GA,Gore,democrat,0.482014388489209,20191203
11/7/2000,Taylor__GA,Bush,republican,0.507913669064748,20191203
11/7/2000,Taylor__GA,Nader,green,0.000719424460431655,20191203
11/7/2000,Taylor__GA,Other,NA,0.00935251798561151,20191203
11/7/2000,Taylor__IA,Gore,democrat,0.402777777777778,20191203
11/7/2000,Taylor__IA,Bush,republican,0.571705426356589,20191203
11/7/2000,Taylor__IA,Nader,green,0.0148578811369509,20191203
11/7/2000,Taylor__IA,Other,NA,0.0106589147286822,20191203
11/7/2000,Taylor__KY,Gore,democrat,0.308253231687106,20191203
11/7/2000,Taylor__KY,Bush,republican,0.679593415092255,20191203
11/7/2000,Taylor__KY,Nader,green,0.00773395204949729,20191203
11/7/2000,Taylor__KY,Other,NA,0.00441940117114131,20191203
11/7/2000,Taylor__TX,Gore,democrat,0.24416550441655,20191203
11/7/2000,Taylor__TX,Bush,republican,0.736889818688982,20191203
11/7/2000,Taylor__TX,Nader,green,0.0136913063691306,20191203
11/7/2000,Taylor__TX,Other,NA,0.00525337052533705,20191203
11/7/2000,Taylor__WI,Gore,democrat,0.361877224199288,20191203
11/7/2000,Taylor__WI,Bush,republican,0.586966192170819,20191203
11/7/2000,Taylor__WI,Nader,green,0.035364768683274,20191203
11/7/2000,Taylor__WI,Other,NA,0.0157918149466192,20191203
11/7/2000,Taylor__WV,Gore,democrat,0.432948179271709,20191203
11/7/2000,Taylor__WV,Bush,republican,0.546918767507003,20191203
11/7/2000,Taylor__WV,Nader,green,0.0143557422969188,20191203
11/7/2000,Taylor__WV,Other,NA,0.00577731092436975,20191203
11/7/2000,Tazewell__IL,Gore,democrat,0.434959210255707,20191203
11/7/2000,Tazewell__IL,Bush,republican,0.540498388976486,20191203
11/7/2000,Tazewell__IL,Nader,green,0.0175155960787002,20191203
11/7/2000,Tazewell__IL,Other,NA,0.00702680468910674,20191203
11/7/2000,Tazewell__VA,Gore,democrat,0.442180616740088,20191203
11/7/2000,Tazewell__VA,Bush,republican,0.529552129221733,20191203
