date,region,candidate,party,voteshare,version
11/8/2016,Roane__TN,Trump,republican,0.73284415524482,20191203
11/8/2016,Roane__TN,Other,NA,0.0439337302136693,20191203
11/8/2016,Roane__WV,Clinton,democrat,0.232894987611969,20191203
11/8/2016,Roane__WV,Trump,republican,0.720602248904136,20191203
11/8/2016,Roane__WV,Other,NA,0.0465027634838956,20191203
11/8/2016,Roanoke__VA,Clinton,democrat,0.334051933422673,20191203
11/8/2016,Roanoke__VA,Trump,republican,0.60999436772903,20191203
11/8/2016,Roanoke__VA,Other,NA,0.0559536988482977,20191203
11/8/2016,Roanoke__VA,Clinton,democrat,0.564688592712715,20191203
11/8/2016,Roanoke__VA,Trump,republican,0.374727613642122,20191203
11/8/2016,Roanoke__VA,Other,NA,0.0605837936451629,20191203
11/8/2016,Roberts__SD,Clinton,democrat,0.395988686037542,20191203
11/8/2016,Roberts__SD,Trump,republican,0.551298534327591,20191203
11/8/2016,Roberts__SD,Other,NA,0.0527127796348676,20191203
11/8/2016,Roberts__TX,Clinton,democrat,0.036101083032491,20191203
11/8/2016,Roberts__TX,Trump,republican,0.945848375451264,20191203
11/8/2016,Roberts__TX,Other,NA,0.0180505415162455,20191203
11/8/2016,Robertson__KY,Clinton,democrat,0.219151036525173,20191203
11/8/2016,Robertson__KY,Trump,republican,0.749259624876604,20191203
11/8/2016,Robertson__KY,Other,NA,0.0315893385982231,20191203
11/8/2016,Robertson__TN,Clinton,democrat,0.244790321985763,20191203
11/8/2016,Robertson__TN,Trump,republican,0.71589274517759,20191203
11/8/2016,Robertson__TN,Other,NA,0.0393169328366466,20191203
11/8/2016,Robertson__TX,Clinton,democrat,0.313148542999289,20191203
11/8/2016,Robertson__TX,Trump,republican,0.663539445628998,20191203
11/8/2016,Robertson__TX,Other,NA,0.0233120113717129,20191203
11/8/2016,Robeson__NC,Clinton,democrat,0.465416809437564,20191203
11/8/2016,Robeson__NC,Trump,republican,0.50815017866758,20191203
11/8/2016,Robeson__NC,Other,NA,0.0264330118948554,20191203
11/8/2016,Rock__MN,Clinton,democrat,0.283736309154784,20191203
11/8/2016,Rock__MN,Trump,republican,0.638768340566233,20191203
11/8/2016,Rock__MN,Other,NA,0.0774953502789833,20191203
11/8/2016,Rock__NE,Clinton,democrat,0.087719298245614,20191203
11/8/2016,Rock__NE,Trump,republican,0.860902255639098,20191203
11/8/2016,Rock__NE,Other,NA,0.0513784461152882,20191203
11/8/2016,Rock__WI,Clinton,democrat,0.51720828732187,20191203
11/8/2016,Rock__WI,Trump,republican,0.413945417258243,20191203
11/8/2016,Rock__WI,Other,NA,0.0688462954198875,20191203
11/8/2016,Rock_Island__IL,Clinton,democrat,0.504703565959309,20191203
11/8/2016,Rock_Island__IL,Trump,republican,0.421883301559521,20191203
11/8/2016,Rock_Island__IL,Other,NA,0.0734131324811701,20191203
11/8/2016,Rockbridge__VA,Clinton,democrat,0.324965261695229,20191203
11/8/2016,Rockbridge__VA,Trump,republican,0.618805002315887,20191203
11/8/2016,Rockbridge__VA,Other,NA,0.0562297359888837,20191203
11/8/2016,Rockcastle__KY,Clinton,democrat,0.136750859363324,20191203
11/8/2016,Rockcastle__KY,Trump,republican,0.838290240621731,20191203
11/8/2016,Rockcastle__KY,Other,NA,0.0249589000149454,20191203
11/8/2016,Rockdale__GA,Clinton,democrat,0.614090681031979,20191203
11/8/2016,Rockdale__GA,Trump,republican,0.355911167445668,20191203
11/8/2016,Rockdale__GA,Other,NA,0.0299981515223534,20191203
11/8/2016,Rockingham__NC,Clinton,democrat,0.33653436775628,20191203
11/8/2016,Rockingham__NC,Trump,republican,0.634609016509769,20191203
11/8/2016,Rockingham__NC,Other,NA,0.0288566157339515,20191203
11/8/2016,Rockingham__NH,Clinton,democrat,0.440898618781485,20191203
11/8/2016,Rockingham__NH,Trump,republican,0.498511855550779,20191203
11/8/2016,Rockingham__NH,Other,NA,0.0605895256677359,20191203
11/8/2016,Rockingham__VA,Clinton,democrat,0.249846613492677,20191203
11/8/2016,Rockingham__VA,Trump,republican,0.693307013097874,20191203
11/8/2016,Rockingham__VA,Other,NA,0.0568463734094486,20191203
11/8/2016,Rockland__NY,Clinton,democrat,0.513313642319394,20191203
11/8/2016,Rockland__NY,Trump,republican,0.450902011296424,20191203
11/8/2016,Rockland__NY,Other,NA,0.035784346384182,20191203
11/8/2016,Rockwall__TX,Clinton,democrat,0.241689195954741,20191203
11/8/2016,Rockwall__TX,Trump,republican,0.712200861119455,20191203
11/8/2016,Rockwall__TX,Other,NA,0.0461099429258035,20191203
11/8/2016,Roger_Mills__OK,Clinton,democrat,0.0858442296759522,20191203
11/8/2016,Roger_Mills__OK,Trump,republican,0.879476975554292,20191203
11/8/2016,Roger_Mills__OK,Other,NA,0.0346787947697555,20191203
11/8/2016,Rogers__OK,Clinton,democrat,0.193382604865156,20191203
11/8/2016,Rogers__OK,Trump,republican,0.756521951935784,20191203
11/8/2016,Rogers__OK,Other,NA,0.0500954431990603,20191203
11/8/2016,Rolette__ND,Clinton,democrat,0.558988015978695,20191203
11/8/2016,Rolette__ND,Trump,republican,0.32410119840213,20191203
11/8/2016,Rolette__ND,Other,NA,0.116910785619174,20191203
11/8/2016,Rooks__KS,Clinton,democrat,0.113683340223233,20191203
11/8/2016,Rooks__KS,Trump,republican,0.83960314179413,20191203
11/8/2016,Rooks__KS,Other,NA,0.0467135179826375,20191203
11/8/2016,Roosevelt__MT,Clinton,democrat,0.427163198247536,20191203
11/8/2016,Roosevelt__MT,Trump,republican,0.492059145673604,20191203
11/8/2016,Roosevelt__MT,Other,NA,0.0807776560788609,20191203
11/8/2016,Roosevelt__NM,Clinton,democrat,0.24436974789916,20191203
11/8/2016,Roosevelt__NM,Trump,republican,0.652773109243697,20191203
11/8/2016,Roosevelt__NM,Other,NA,0.102857142857143,20191203
11/8/2016,Roscommon__MI,Clinton,democrat,0.328732459167242,20191203
11/8/2016,Roscommon__MI,Trump,republican,0.624261943102523,20191203
11/8/2016,Roscommon__MI,Other,NA,0.0470055977302354,20191203
11/8/2016,Roseau__MN,Clinton,democrat,0.237826755509995,20191203
11/8/2016,Roseau__MN,Trump,republican,0.698487954894926,20191203
11/8/2016,Roseau__MN,Other,NA,0.0636852895950794,20191203
11/8/2016,Rosebud__MT,Clinton,democrat,0.285838401390096,20191203
11/8/2016,Rosebud__MT,Trump,republican,0.652476107732407,20191203
11/8/2016,Rosebud__MT,Other,NA,0.0616854908774978,20191203
11/8/2016,Ross__OH,Clinton,democrat,0.340882159315339,20191203
11/8/2016,Ross__OH,Trump,republican,0.61395655036208,20191203
11/8/2016,Ross__OH,Other,NA,0.0451612903225806,20191203
11/8/2016,Routt__CO,Clinton,democrat,0.543400543400543,20191203
11/8/2016,Routt__CO,Trump,republican,0.373945373945374,20191203
11/8/2016,Routt__CO,Other,NA,0.0826540826540827,20191203
11/8/2016,Rowan__KY,Clinton,democrat,0.372400542495479,20191203
11/8/2016,Rowan__KY,Trump,republican,0.584764918625678,20191203
11/8/2016,Rowan__KY,Other,NA,0.0428345388788427,20191203
11/8/2016,Rowan__NC,Clinton,democrat,0.30138731376905,20191203
11/8/2016,Rowan__NC,Trump,republican,0.665071696002734,20191203
11/8/2016,Rowan__NC,Other,NA,0.0335409902282154,20191203
11/8/2016,Runnels__TX,Clinton,democrat,0.119777895293496,20191203
11/8/2016,Runnels__TX,Trump,republican,0.859333685880487,20191203
11/8/2016,Runnels__TX,Other,NA,0.020888418826018,20191203
11/8/2016,Rush__IN,Clinton,democrat,0.21139451067369,20191203
11/8/2016,Rush__IN,Trump,republican,0.73357360687552,20191203
11/8/2016,Rush__IN,Other,NA,0.0550318824507901,20191203
11/8/2016,Rush__KS,Clinton,democrat,0.155023286759814,20191203
11/8/2016,Rush__KS,Trump,republican,0.796407185628743,20191203
11/8/2016,Rush__KS,Other,NA,0.0485695276114438,20191203
11/8/2016,Rusk__TX,Clinton,democrat,0.207170685479625,20191203
11/8/2016,Rusk__TX,Trump,republican,0.772612403917026,20191203
11/8/2016,Rusk__TX,Other,NA,0.0202169106033484,20191203
11/8/2016,Rusk__WI,Clinton,democrat,0.306335543953718,20191203
11/8/2016,Rusk__WI,Trump,republican,0.643996049103993,20191203
11/8/2016,Rusk__WI,Other,NA,0.0496684069422887,20191203
11/8/2016,Russell__AL,Clinton,democrat,0.497455338595762,20191203
11/8/2016,Russell__AL,Trump,republican,0.478292480265891,20191203
11/8/2016,Russell__AL,Other,NA,0.0242521811383465,20191203
11/8/2016,Russell__KS,Clinton,democrat,0.144378327591607,20191203
11/8/2016,Russell__KS,Trump,republican,0.806138427810836,20191203
11/8/2016,Russell__KS,Other,NA,0.0494832445975572,20191203
11/8/2016,Russell__KY,Clinton,democrat,0.133716662588696,20191203
11/8/2016,Russell__KY,Trump,republican,0.839613408367996,20191203
11/8/2016,Russell__KY,Other,NA,0.026669929043308,20191203
11/8/2016,Russell__VA,Clinton,democrat,0.19026620937449,20191203
11/8/2016,Russell__VA,Trump,republican,0.777478360280908,20191203
11/8/2016,Russell__VA,Other,NA,0.0322554303446023,20191203
11/8/2016,Rutherford__NC,Clinton,democrat,0.247863529877586,20191203
11/8/2016,Rutherford__NC,Trump,republican,0.721648464051209,20191203
11/8/2016,Rutherford__NC,Other,NA,0.0304880060712047,20191203
11/8/2016,Rutherford__TN,Clinton,democrat,0.341654566439555,20191203
11/8/2016,Rutherford__TN,Trump,republican,0.600497040098291,20191203
11/8/2016,Rutherford__TN,Other,NA,0.0578483934621542,20191203
11/8/2016,Rutland__VT,Clinton,democrat,0.460346399270738,20191203
11/8/2016,Rutland__VT,Trump,republican,0.421317397616395,20191203
11/8/2016,Rutland__VT,Other,NA,0.118336203112867,20191203
11/8/2016,Sabine__LA,Clinton,democrat,0.174006334934096,20191203
11/8/2016,Sabine__LA,Trump,republican,0.805047512005722,20191203
11/8/2016,Sabine__LA,Other,NA,0.0209461530601819,20191203
11/8/2016,Sabine__TX,Clinton,democrat,0.132014620511718,20191203
11/8/2016,Sabine__TX,Trump,republican,0.85960008600301,20191203
11/8/2016,Sabine__TX,Other,NA,0.00838529348527198,20191203
11/8/2016,Sac__IA,Clinton,democrat,0.243668457405986,20191203
11/8/2016,Sac__IA,Trump,republican,0.710475825019186,20191203
11/8/2016,Sac__IA,Other,NA,0.0458557175748273,20191203
11/8/2016,Sacramento__CA,Clinton,democrat,0.582881304417786,20191203
11/8/2016,Sacramento__CA,Trump,republican,0.339314894606047,20191203
11/8/2016,Sacramento__CA,Other,NA,0.0778038009761679,20191203
11/8/2016,Sagadahoc__ME,Clinton,democrat,0.493338267949667,20191203
11/8/2016,Sagadahoc__ME,Trump,republican,0.430421909696521,20191203
11/8/2016,Sagadahoc__ME,Other,NA,0.076239822353812,20191203
11/8/2016,Saginaw__MI,Clinton,democrat,0.47069550466497,20191203
11/8/2016,Saginaw__MI,Trump,republican,0.482071670907549,20191203
11/8/2016,Saginaw__MI,Other,NA,0.0472328244274809,20191203
11/8/2016,Saguache__CO,Clinton,democrat,0.499823633156966,20191203
11/8/2016,Saguache__CO,Trump,republican,0.404585537918871,20191203
11/8/2016,Saguache__CO,Other,NA,0.0955908289241623,20191203
11/8/2016,Saint_Louis__MN,Clinton,democrat,0.513876287559374,20191203
11/8/2016,Saint_Louis__MN,Trump,republican,0.3969863549839,20191203
11/8/2016,Saint_Louis__MN,Other,NA,0.0891373574567256,20191203
11/8/2016,Salem__NJ,Clinton,democrat,0.403607513392554,20191203
11/8/2016,Salem__NJ,Trump,republican,0.555401098528514,20191203
11/8/2016,Salem__NJ,Other,NA,0.0409913880789313,20191203
11/8/2016,Salem__VA,Clinton,democrat,0.343721881390593,20191203
11/8/2016,Salem__VA,Trump,republican,0.591083844580777,20191203
11/8/2016,Salem__VA,Other,NA,0.0651942740286299,20191203
11/8/2016,Saline__AR,Clinton,democrat,0.254433781190019,20191203
11/8/2016,Saline__AR,Trump,republican,0.688349328214971,20191203
11/8/2016,Saline__AR,Other,NA,0.0572168905950096,20191203
11/8/2016,Saline__IL,Clinton,democrat,0.225931131412509,20191203
11/8/2016,Saline__IL,Trump,republican,0.726985242445538,20191203
11/8/2016,Saline__IL,Other,NA,0.0470836261419536,20191203
11/8/2016,Saline__KS,Clinton,democrat,0.286303480783176,20191203
11/8/2016,Saline__KS,Trump,republican,0.626722262509065,20191203
11/8/2016,Saline__KS,Other,NA,0.0869742567077592,20191203
11/8/2016,Saline__MO,Clinton,democrat,0.300733232693552,20191203
11/8/2016,Saline__MO,Trump,republican,0.644489971964632,20191203
11/8/2016,Saline__MO,Other,NA,0.0547767953418158,20191203
11/8/2016,Saline__NE,Clinton,democrat,0.337422118380062,20191203
11/8/2016,Saline__NE,Trump,republican,0.584890965732087,20191203
11/8/2016,Saline__NE,Other,NA,0.0776869158878505,20191203
11/8/2016,Salt_Lake__UT,Clinton,democrat,0.419853032458913,20191203
11/8/2016,Salt_Lake__UT,Trump,republican,0.329562057736566,20191203
11/8/2016,Salt_Lake__UT,Other,NA,0.250584909804521,20191203
11/8/2016,Saluda__SC,Clinton,democrat,0.328468005604858,20191203
11/8/2016,Saluda__SC,Trump,republican,0.645259224661373,20191203
11/8/2016,Saluda__SC,Other,NA,0.0262727697337693,20191203
11/8/2016,Sampson__NC,Clinton,democrat,0.40678031471768,20191203
11/8/2016,Sampson__NC,Trump,republican,0.572277074976859,20191203
11/8/2016,Sampson__NC,Other,NA,0.0209426103054613,20191203
11/8/2016,San_Augustine__TX,Clinton,democrat,0.254973381899692,20191203
11/8/2016,San_Augustine__TX,Trump,republican,0.734659568506584,20191203
11/8/2016,San_Augustine__TX,Other,NA,0.0103670495937237,20191203
11/8/2016,San_Benito__CA,Clinton,democrat,0.571109286626528,20191203
11/8/2016,San_Benito__CA,Trump,republican,0.357644590403211,20191203
11/8/2016,San_Benito__CA,Other,NA,0.0712461229702609,20191203
11/8/2016,San_Bernardino__CA,Clinton,democrat,0.52116492324724,20191203
11/8/2016,San_Bernardino__CA,Trump,republican,0.414750842147273,20191203
11/8/2016,San_Bernardino__CA,Other,NA,0.0640842346054867,20191203
11/8/2016,San_Diego__CA,Clinton,democrat,0.562979179424372,20191203
11/8/2016,San_Diego__CA,Trump,republican,0.365711879975505,20191203
11/8/2016,San_Diego__CA,Other,NA,0.0713089406001225,20191203
11/8/2016,San_Francisco__CA,Clinton,democrat,0.850396262124438,20191203
11/8/2016,San_Francisco__CA,Trump,republican,0.0928751675735352,20191203
11/8/2016,San_Francisco__CA,Other,NA,0.0567285703020267,20191203
11/8/2016,San_Jacinto__TX,Clinton,democrat,0.197041477327661,20191203
11/8/2016,San_Jacinto__TX,Trump,republican,0.779174320796674,20191203
11/8/2016,San_Jacinto__TX,Other,NA,0.0237842018756647,20191203
11/8/2016,San_Joaquin__CA,Clinton,democrat,0.540331718458642,20191203
11/8/2016,San_Joaquin__CA,Trump,republican,0.396741700347064,20191203
11/8/2016,San_Joaquin__CA,Other,NA,0.0629265811942935,20191203
11/8/2016,San_Juan__CO,Clinton,democrat,0.523715415019763,20191203
11/8/2016,San_Juan__CO,Trump,republican,0.424901185770751,20191203
11/8/2016,San_Juan__CO,Other,NA,0.0513833992094862,20191203
11/8/2016,San_Juan__NM,Clinton,democrat,0.279006723053568,20191203
11/8/2016,San_Juan__NM,Trump,republican,0.606072435480373,20191203
11/8/2016,San_Juan__NM,Other,NA,0.114920841466059,20191203
11/8/2016,San_Juan__UT,Clinton,democrat,0.374885257940151,20191203
11/8/2016,San_Juan__UT,Trump,republican,0.485588397282908,20191203
11/8/2016,San_Juan__UT,Other,NA,0.139526344776941,20191203
11/8/2016,San_Juan__WA,Clinton,democrat,0.665676628921478,20191203
11/8/2016,San_Juan__WA,Trump,republican,0.249489511787637,20191203
11/8/2016,San_Juan__WA,Other,NA,0.0848338592908855,20191203
11/8/2016,San_Luis_Obispo__CA,Clinton,democrat,0.497055751838766,20191203
11/8/2016,San_Luis_Obispo__CA,Trump,republican,0.416001896169885,20191203
11/8/2016,San_Luis_Obispo__CA,Other,NA,0.0869423519913487,20191203
11/8/2016,San_Mateo__CA,Clinton,democrat,0.756660644307598,20191203
11/8/2016,San_Mateo__CA,Trump,republican,0.184261921726297,20191203
11/8/2016,San_Mateo__CA,Other,NA,0.0590774339661051,20191203
11/8/2016,San_Miguel__CO,Clinton,democrat,0.687225687225687,20191203
11/8/2016,San_Miguel__CO,Trump,republican,0.238623238623239,20191203
11/8/2016,San_Miguel__CO,Other,NA,0.0741510741510742,20191203
11/8/2016,San_Miguel__NM,Clinton,democrat,0.677611384987443,20191203
11/8/2016,San_Miguel__NM,Trump,republican,0.215142777416054,20191203
11/8/2016,San_Miguel__NM,Other,NA,0.107245837596503,20191203
11/8/2016,San_Patricio__TX,Clinton,democrat,0.363455855190248,20191203
11/8/2016,San_Patricio__TX,Trump,republican,0.6016808274843,20191203
11/8/2016,San_Patricio__TX,Other,NA,0.0348633173254525,20191203
11/8/2016,San_Saba__TX,Clinton,democrat,0.124310564276623,20191203
11/8/2016,San_Saba__TX,Trump,republican,0.859142978362325,20191203
11/8/2016,San_Saba__TX,Other,NA,0.0165464573610522,20191203
11/8/2016,Sanborn__SD,Clinton,democrat,0.214603739982191,20191203
11/8/2016,Sanborn__SD,Trump,republican,0.729296527159394,20191203
11/8/2016,Sanborn__SD,Other,NA,0.056099732858415,20191203
11/8/2016,Sanders__MT,Clinton,democrat,0.204602721316983,20191203
11/8/2016,Sanders__MT,Trump,republican,0.719973122795229,20191203
11/8/2016,Sanders__MT,Other,NA,0.0754241558877877,20191203
11/8/2016,Sandoval__NM,Clinton,democrat,0.449132760577079,20191203
11/8/2016,Sandoval__NM,Trump,republican,0.419922191603177,20191203
11/8/2016,Sandoval__NM,Other,NA,0.130945047819744,20191203
11/8/2016,Sandusky__OH,Clinton,democrat,0.354050777349879,20191203
11/8/2016,Sandusky__OH,Trump,republican,0.581800028526601,20191203
11/8/2016,Sandusky__OH,Other,NA,0.0641491941235202,20191203
11/8/2016,Sangamon__IL,Clinton,democrat,0.415835645959765,20191203
11/8/2016,Sangamon__IL,Trump,republican,0.507700283614406,20191203
11/8/2016,Sangamon__IL,Other,NA,0.0764640704258282,20191203
11/8/2016,Sanilac__MI,Clinton,democrat,0.253156008104317,20191203
11/8/2016,Sanilac__MI,Trump,republican,0.69852979375552,20191203
11/8/2016,Sanilac__MI,Other,NA,0.0483141981401631,20191203
11/8/2016,Sanpete__UT,Clinton,democrat,0.104388036206218,20191203
11/8/2016,Sanpete__UT,Trump,republican,0.656532861078316,20191203
11/8/2016,Sanpete__UT,Other,NA,0.239079102715466,20191203
11/8/2016,Santa_Barbara__CA,Clinton,democrat,0.606054778093288,20191203
11/8/2016,Santa_Barbara__CA,Trump,republican,0.318831807948593,20191203
11/8/2016,Santa_Barbara__CA,Other,NA,0.0751134139581189,20191203
11/8/2016,Santa_Clara__CA,Clinton,democrat,0.727124422168823,20191203
11/8/2016,Santa_Clara__CA,Trump,republican,0.205803819476517,20191203
11/8/2016,Santa_Clara__CA,Other,NA,0.0670717583546608,20191203
11/8/2016,Santa_Cruz__AZ,Clinton,democrat,0.711373455851031,20191203
11/8/2016,Santa_Cruz__AZ,Trump,republican,0.237144769670784,20191203
11/8/2016,Santa_Cruz__AZ,Other,NA,0.0514817744781841,20191203
11/8/2016,Santa_Cruz__CA,Clinton,democrat,0.739390316796175,20191203
11/8/2016,Santa_Cruz__CA,Trump,republican,0.174179675673997,20191203
11/8/2016,Santa_Cruz__CA,Other,NA,0.0864300075298282,20191203
11/8/2016,Santa_Fe__NM,Clinton,democrat,0.711047960355013,20191203
11/8/2016,Santa_Fe__NM,Trump,republican,0.200632751910855,20191203
11/8/2016,Santa_Fe__NM,Other,NA,0.0883192877341322,20191203
11/8/2016,Santa_Rosa__FL,Clinton,democrat,0.210427944612229,20191203
11/8/2016,Santa_Rosa__FL,Trump,republican,0.74464641859935,20191203
11/8/2016,Santa_Rosa__FL,Other,NA,0.044925636788421,20191203
11/8/2016,Sarasota__FL,Clinton,democrat,0.427262368867953,20191203
11/8/2016,Sarasota__FL,Trump,republican,0.543247927426079,20191203
11/8/2016,Sarasota__FL,Other,NA,0.0294897037059674,20191203
11/8/2016,Saratoga__NY,Clinton,democrat,0.446237313092713,20191203
11/8/2016,Saratoga__NY,Trump,republican,0.478333654705769,20191203
11/8/2016,Saratoga__NY,Other,NA,0.075429032201518,20191203
11/8/2016,Sargent__ND,Clinton,democrat,0.347521281922884,20191203
11/8/2016,Sargent__ND,Trump,republican,0.544817225838758,20191203
11/8/2016,Sargent__ND,Other,NA,0.107661492238358,20191203
11/8/2016,Sarpy__NE,Clinton,democrat,0.34789029535865,20191203
11/8/2016,Sarpy__NE,Trump,republican,0.560225862496897,20191203
11/8/2016,Sarpy__NE,Other,NA,0.0918838421444527,20191203
11/8/2016,Sauk__WI,Clinton,democrat,0.469123187943036,20191203
11/8/2016,Sauk__WI,Trump,republican,0.47228430934287,20191203
11/8/2016,Sauk__WI,Other,NA,0.0585925027140941,20191203
11/8/2016,Saunders__NE,Clinton,democrat,0.23232044198895,20191203
11/8/2016,Saunders__NE,Trump,republican,0.695672191528545,20191203
11/8/2016,Saunders__NE,Other,NA,0.0720073664825046,20191203
11/8/2016,Sawyer__WI,Clinton,democrat,0.384168402587436,20191203
11/8/2016,Sawyer__WI,Trump,republican,0.568468369696305,20191203
11/8/2016,Sawyer__WI,Other,NA,0.0473632277162592,20191203
11/8/2016,Schenectady__NY,Clinton,democrat,0.501590368608799,20191203
11/8/2016,Schenectady__NY,Trump,republican,0.430335909631391,20191203
11/8/2016,Schenectady__NY,Other,NA,0.0680737217598098,20191203
11/8/2016,Schleicher__TX,Clinton,democrat,0.196411709159585,20191203
11/8/2016,Schleicher__TX,Trump,republican,0.775259678942398,20191203
11/8/2016,Schleicher__TX,Other,NA,0.028328611898017,20191203
11/8/2016,Schley__GA,Clinton,democrat,0.210057621791514,20191203
11/8/2016,Schley__GA,Trump,republican,0.771084337349398,20191203
11/8/2016,Schley__GA,Other,NA,0.0188580408590885,20191203
11/8/2016,Schoharie__NY,Clinton,democrat,0.301779359430605,20191203
11/8/2016,Schoharie__NY,Trump,republican,0.628540925266904,20191203
11/8/2016,Schoharie__NY,Other,NA,0.0696797153024911,20191203
11/8/2016,Schoolcraft__MI,Clinton,democrat,0.32956186807896,20191203
11/8/2016,Schoolcraft__MI,Trump,republican,0.615310544053924,20191203
11/8/2016,Schoolcraft__MI,Other,NA,0.055127587867116,20191203
11/8/2016,Schuyler__IL,Clinton,democrat,0.280825496342738,20191203
11/8/2016,Schuyler__IL,Trump,republican,0.659352142110763,20191203
11/8/2016,Schuyler__IL,Other,NA,0.0598223615464995,20191203
11/8/2016,Schuyler__MO,Clinton,democrat,0.182851239669421,20191203
11/8/2016,Schuyler__MO,Trump,republican,0.777376033057851,20191203
11/8/2016,Schuyler__MO,Other,NA,0.0397727272727273,20191203
11/8/2016,Schuyler__NY,Clinton,democrat,0.352371181030552,20191203
11/8/2016,Schuyler__NY,Trump,republican,0.575695394436845,20191203
11/8/2016,Schuyler__NY,Other,NA,0.0719334245326037,20191203
11/8/2016,Schuylkill__PA,Clinton,democrat,0.266745136712847,20191203
11/8/2016,Schuylkill__PA,Trump,republican,0.699883885539773,20191203
11/8/2016,Schuylkill__PA,Other,NA,0.0333709777473795,20191203
11/8/2016,Scioto__OH,Clinton,democrat,0.296647609147609,20191203
11/8/2016,Scioto__OH,Trump,republican,0.667554573804574,20191203
11/8/2016,Scioto__OH,Other,NA,0.035797817047817,20191203
11/8/2016,Scotland__MO,Clinton,democrat,0.185467479674797,20191203
11/8/2016,Scotland__MO,Trump,republican,0.77489837398374,20191203
11/8/2016,Scotland__MO,Other,NA,0.0396341463414634,20191203
11/8/2016,Scotland__NC,Clinton,democrat,0.525488225157955,20191203
11/8/2016,Scotland__NC,Trump,republican,0.449167145318782,20191203
11/8/2016,Scotland__NC,Other,NA,0.0253446295232625,20191203
11/8/2016,Scott__AR,Clinton,democrat,0.171509971509972,20191203
11/8/2016,Scott__AR,Trump,republican,0.778062678062678,20191203
11/8/2016,Scott__AR,Other,NA,0.0504273504273504,20191203
11/8/2016,Scott__IA,Clinton,democrat,0.469032707028532,20191203
11/8/2016,Scott__IA,Trump,republican,0.454059382973788,20191203
11/8/2016,Scott__IA,Other,NA,0.0769079099976804,20191203
11/8/2016,Scott__IL,Clinton,democrat,0.205138036809816,20191203
11/8/2016,Scott__IL,Trump,republican,0.753834355828221,20191203
11/8/2016,Scott__IL,Other,NA,0.0410276073619632,20191203
11/8/2016,Scott__IN,Clinton,democrat,0.290297769475882,20191203
11/8/2016,Scott__IN,Trump,republican,0.667399186902538,20191203
11/8/2016,Scott__IN,Other,NA,0.04230304362158,20191203
11/8/2016,Scott__KS,Clinton,democrat,0.107175295186194,20191203
11/8/2016,Scott__KS,Trump,republican,0.846957311534968,20191203
11/8/2016,Scott__KS,Other,NA,0.0458673932788374,20191203
11/8/2016,Scott__KY,Clinton,democrat,0.318801652892562,20191203
11/8/2016,Scott__KY,Trump,republican,0.62198347107438,20191203
11/8/2016,Scott__KY,Other,NA,0.0592148760330579,20191203
11/8/2016,Scott__MN,Clinton,democrat,0.37987977981847,20191203
11/8/2016,Scott__MN,Trump,republican,0.532434125471484,20191203
11/8/2016,Scott__MN,Other,NA,0.0876860947100454,20191203
11/8/2016,Scott__MO,Clinton,democrat,0.207174316179879,20191203
11/8/2016,Scott__MO,Trump,republican,0.763096893834029,20191203
11/8/2016,Scott__MO,Other,NA,0.0297287899860918,20191203
11/8/2016,Scott__MS,Clinton,democrat,0.405626306785782,20191203
11/8/2016,Scott__MS,Trump,republican,0.581828549705379,20191203
11/8/2016,Scott__MS,Other,NA,0.0125451435088386,20191203
11/8/2016,Scott__TN,Clinton,democrat,0.131124526182788,20191203
11/8/2016,Scott__TN,Trump,republican,0.848518882493331,20191203
11/8/2016,Scott__TN,Other,NA,0.0203565913238804,20191203
11/8/2016,Scott__VA,Clinton,democrat,0.156534653465347,20191203
11/8/2016,Scott__VA,Trump,republican,0.816534653465347,20191203
11/8/2016,Scott__VA,Other,NA,0.0269306930693069,20191203
11/8/2016,Scotts_Bluff__NE,Clinton,democrat,0.22399944122372,20191203
11/8/2016,Scotts_Bluff__NE,Trump,republican,0.703778724593141,20191203
11/8/2016,Scotts_Bluff__NE,Other,NA,0.0722218341831389,20191203
11/8/2016,Screven__GA,Clinton,democrat,0.402449693788276,20191203
11/8/2016,Screven__GA,Trump,republican,0.57830271216098,20191203
11/8/2016,Screven__GA,Other,NA,0.0192475940507437,20191203
11/8/2016,Scurry__TX,Clinton,democrat,0.138589525430138,20191203
11/8/2016,Scurry__TX,Trump,republican,0.833806012478729,20191203
11/8/2016,Scurry__TX,Other,NA,0.0276044620911325,20191203
11/8/2016,Searcy__AR,Clinton,democrat,0.161212446351931,20191203
11/8/2016,Searcy__AR,Trump,republican,0.792650214592275,20191203
11/8/2016,Searcy__AR,Other,NA,0.046137339055794,20191203
11/8/2016,Sebastian__AR,Clinton,democrat,0.275556152967269,20191203
11/8/2016,Sebastian__AR,Trump,republican,0.652530411990053,20191203
11/8/2016,Sebastian__AR,Other,NA,0.0719134350426776,20191203
11/8/2016,Sedgwick__CO,Clinton,democrat,0.19574780058651,20191203
11/8/2016,Sedgwick__CO,Trump,republican,0.744134897360704,20191203
11/8/2016,Sedgwick__CO,Other,NA,0.0601173020527859,20191203
11/8/2016,Sedgwick__KS,Clinton,democrat,0.36882028572488,20191203
11/8/2016,Sedgwick__KS,Trump,republican,0.552766933463289,20191203
11/8/2016,Sedgwick__KS,Other,NA,0.0784127808118316,20191203
11/8/2016,Seminole__FL,Clinton,democrat,0.470946570859419,20191203
